what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470457570403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457577642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457577658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457581589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457594727
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1470457594747
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470457594941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457613846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457648591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470457649919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470457661200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457663552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457664109
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470457667932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457674938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457674953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457678760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457692775
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1470457692789
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470457693052
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470457711668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470457714843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457715851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470457789399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470458071868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470458100619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470458105876
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470458107358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470458110010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470458117717
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470458118419
